Date,DateKey,Year,Year Quarter,Year Quarter Number,Quarter,Year Month,Year Month Short,Year Month Number,Month,Month Short,Month Number,Day of Week,Day of Week Short,Day of Week Number,Working Day,Working Day Number
2019-11-22,20191122,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Friday,Fri,6,1,727
2019-11-23,20191123,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Saturday,Sat,7,0,727
2019-11-24,20191124,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Sunday,Sun,1,0,727
2019-11-25,20191125,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Monday,Mon,2,1,728
2019-11-26,20191126,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Tuesday,Tue,3,1,729
2019-11-27,20191127,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Wednesday,Wed,4,1,730
2019-11-28,20191128,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Thursday,Thu,5,0,730
2019-11-29,20191129,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Friday,Fri,6,1,731
2019-11-30,20191130,2019,Q4-2019,8080,Q4,November 2019,Nov 2019,24239,November,Nov,11,Saturday,Sat,7,0,731
2019-12-01,20191201,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Sunday,Sun,1,0,731
2019-12-02,20191202,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Monday,Mon,2,1,732
2019-12-03,20191203,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Tuesday,Tue,3,1,733
2019-12-04,20191204,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Wednesday,Wed,4,1,734
2019-12-05,20191205,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Thursday,Thu,5,1,735
2019-12-06,20191206,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Friday,Fri,6,1,736
2019-12-07,20191207,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Saturday,Sat,7,0,736
2019-12-08,20191208,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Sunday,Sun,1,0,736
2019-12-09,20191209,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Monday,Mon,2,1,737
2019-12-10,20191210,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Tuesday,Tue,3,1,738
2019-12-11,20191211,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Wednesday,Wed,4,1,739
2019-12-12,20191212,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Thursday,Thu,5,1,740
2019-12-13,20191213,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Friday,Fri,6,1,741
2019-12-14,20191214,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Saturday,Sat,7,0,741
2019-12-15,20191215,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Sunday,Sun,1,0,741
2019-12-16,20191216,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Monday,Mon,2,1,742
2019-12-17,20191217,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Tuesday,Tue,3,1,743
2019-12-18,20191218,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Wednesday,Wed,4,1,744
2019-12-19,20191219,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Thursday,Thu,5,1,745
2019-12-20,20191220,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Friday,Fri,6,1,746
2019-12-21,20191221,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Saturday,Sat,7,0,746
2019-12-22,20191222,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Sunday,Sun,1,0,746
2019-12-23,20191223,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Monday,Mon,2,1,747
2019-12-24,20191224,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Tuesday,Tue,3,1,748
2019-12-25,20191225,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Wednesday,Wed,4,0,748
2019-12-26,20191226,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Thursday,Thu,5,1,749
2019-12-27,20191227,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Friday,Fri,6,1,750
2019-12-28,20191228,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Saturday,Sat,7,0,750
2019-12-29,20191229,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Sunday,Sun,1,0,750
2019-12-30,20191230,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Monday,Mon,2,1,751
2019-12-31,20191231,2019,Q4-2019,8080,Q4,December 2019,Dec 2019,24240,December,Dec,12,Tuesday,Tue,3,1,752
2020-01-01,20200101,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Wednesday,Wed,4,0,752
2020-01-02,20200102,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Thursday,Thu,5,1,753
2020-01-03,20200103,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Friday,Fri,6,1,754
2020-01-04,20200104,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Saturday,Sat,7,0,754
2020-01-05,20200105,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Sunday,Sun,1,0,754
2020-01-06,20200106,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Monday,Mon,2,1,755
2020-01-07,20200107,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Tuesday,Tue,3,1,756
2020-01-08,20200108,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Wednesday,Wed,4,1,757
2020-01-09,20200109,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Thursday,Thu,5,1,758
2020-01-10,20200110,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Friday,Fri,6,1,759
2020-01-11,20200111,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Saturday,Sat,7,0,759
2020-01-12,20200112,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Sunday,Sun,1,0,759
2020-01-13,20200113,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Monday,Mon,2,1,760
2020-01-14,20200114,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Tuesday,Tue,3,1,761
2020-01-15,20200115,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Wednesday,Wed,4,1,762
2020-01-16,20200116,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Thursday,Thu,5,1,763
2020-01-17,20200117,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Friday,Fri,6,1,764
2020-01-18,20200118,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Saturday,Sat,7,0,764
2020-01-19,20200119,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Sunday,Sun,1,0,764
2020-01-20,20200120,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Monday,Mon,2,0,764
2020-01-21,20200121,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Tuesday,Tue,3,1,765
2020-01-22,20200122,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Wednesday,Wed,4,1,766
2020-01-23,20200123,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Thursday,Thu,5,1,767
2020-01-24,20200124,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Friday,Fri,6,1,768
2020-01-25,20200125,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Saturday,Sat,7,0,768
2020-01-26,20200126,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Sunday,Sun,1,0,768
2020-01-27,20200127,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Monday,Mon,2,1,769
2020-01-28,20200128,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Tuesday,Tue,3,1,770
2020-01-29,20200129,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Wednesday,Wed,4,1,771
2020-01-30,20200130,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Thursday,Thu,5,1,772
2020-01-31,20200131,2020,Q1-2020,8081,Q1,January 2020,Jan 2020,24241,January,Jan,1,Friday,Fri,6,1,773
2020-02-01,20200201,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Saturday,Sat,7,0,773
2020-02-02,20200202,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Sunday,Sun,1,0,773
2020-02-03,20200203,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Monday,Mon,2,1,774
2020-02-04,20200204,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Tuesday,Tue,3,1,775
2020-02-05,20200205,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Wednesday,Wed,4,1,776
2020-02-06,20200206,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Thursday,Thu,5,1,777
2020-02-07,20200207,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Friday,Fri,6,1,778
2020-02-08,20200208,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Saturday,Sat,7,0,778
2020-02-09,20200209,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Sunday,Sun,1,0,778
2020-02-10,20200210,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Monday,Mon,2,1,779
2020-02-11,20200211,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Tuesday,Tue,3,1,780
2020-02-12,20200212,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Wednesday,Wed,4,1,781
2020-02-13,20200213,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Thursday,Thu,5,1,782
2020-02-14,20200214,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Friday,Fri,6,1,783
2020-02-15,20200215,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Saturday,Sat,7,0,783
2020-02-16,20200216,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Sunday,Sun,1,0,783
2020-02-17,20200217,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Monday,Mon,2,0,783
2020-02-18,20200218,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Tuesday,Tue,3,1,784
2020-02-19,20200219,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Wednesday,Wed,4,1,785
2020-02-20,20200220,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Thursday,Thu,5,1,786
2020-02-21,20200221,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Friday,Fri,6,1,787
2020-02-22,20200222,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Saturday,Sat,7,0,787
2020-02-23,20200223,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Sunday,Sun,1,0,787
2020-02-24,20200224,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Monday,Mon,2,1,788
2020-02-25,20200225,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Tuesday,Tue,3,1,789
2020-02-26,20200226,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Wednesday,Wed,4,1,790
2020-02-27,20200227,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Thursday,Thu,5,1,791
2020-02-28,20200228,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Friday,Fri,6,1,792
2020-02-29,20200229,2020,Q1-2020,8081,Q1,February 2020,Feb 2020,24242,February,Feb,2,Saturday,Sat,7,0,792
2020-03-01,20200301,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Sunday,Sun,1,0,792
2020-03-02,20200302,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Monday,Mon,2,1,793
2020-03-03,20200303,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Tuesday,Tue,3,1,794
2020-03-04,20200304,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Wednesday,Wed,4,1,795
2020-03-05,20200305,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Thursday,Thu,5,1,796
2020-03-06,20200306,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Friday,Fri,6,1,797
2020-03-07,20200307,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Saturday,Sat,7,0,797
2020-03-08,20200308,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Sunday,Sun,1,0,797
2020-03-09,20200309,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Monday,Mon,2,1,798
2020-03-10,20200310,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Tuesday,Tue,3,1,799
2020-03-11,20200311,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Wednesday,Wed,4,1,800
2020-03-12,20200312,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Thursday,Thu,5,1,801
2020-03-13,20200313,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Friday,Fri,6,1,802
2020-03-14,20200314,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Saturday,Sat,7,0,802
2020-03-15,20200315,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Sunday,Sun,1,0,802
2020-03-16,20200316,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Monday,Mon,2,1,803
2020-03-17,20200317,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Tuesday,Tue,3,1,804
2020-03-18,20200318,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Wednesday,Wed,4,1,805
2020-03-19,20200319,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Thursday,Thu,5,1,806
2020-03-20,20200320,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Friday,Fri,6,1,807
2020-03-21,20200321,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Saturday,Sat,7,0,807
2020-03-22,20200322,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Sunday,Sun,1,0,807
2020-03-23,20200323,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Monday,Mon,2,1,808
2020-03-24,20200324,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Tuesday,Tue,3,1,809
2020-03-25,20200325,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Wednesday,Wed,4,1,810
2020-03-26,20200326,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Thursday,Thu,5,1,811
2020-03-27,20200327,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Friday,Fri,6,1,812
2020-03-28,20200328,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Saturday,Sat,7,0,812
2020-03-29,20200329,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Sunday,Sun,1,0,812
2020-03-30,20200330,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Monday,Mon,2,1,813
2020-03-31,20200331,2020,Q1-2020,8081,Q1,March 2020,Mar 2020,24243,March,Mar,3,Tuesday,Tue,3,1,814
2020-04-01,20200401,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Wednesday,Wed,4,1,815
2020-04-02,20200402,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Thursday,Thu,5,1,816
2020-04-03,20200403,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Friday,Fri,6,1,817
2020-04-04,20200404,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Saturday,Sat,7,0,817
2020-04-05,20200405,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Sunday,Sun,1,0,817
2020-04-06,20200406,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Monday,Mon,2,1,818
2020-04-07,20200407,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Tuesday,Tue,3,1,819
2020-04-08,20200408,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Wednesday,Wed,4,1,820
2020-04-09,20200409,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Thursday,Thu,5,1,821
2020-04-10,20200410,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Friday,Fri,6,1,822
2020-04-11,20200411,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Saturday,Sat,7,0,822
2020-04-12,20200412,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Sunday,Sun,1,0,822
2020-04-13,20200413,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Monday,Mon,2,1,823
2020-04-14,20200414,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Tuesday,Tue,3,1,824
2020-04-15,20200415,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Wednesday,Wed,4,1,825
2020-04-16,20200416,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Thursday,Thu,5,1,826
2020-04-17,20200417,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Friday,Fri,6,1,827
2020-04-18,20200418,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Saturday,Sat,7,0,827
2020-04-19,20200419,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Sunday,Sun,1,0,827
2020-04-20,20200420,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Monday,Mon,2,1,828
2020-04-21,20200421,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Tuesday,Tue,3,1,829
2020-04-22,20200422,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Wednesday,Wed,4,1,830
2020-04-23,20200423,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Thursday,Thu,5,1,831
2020-04-24,20200424,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Friday,Fri,6,1,832
2020-04-25,20200425,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Saturday,Sat,7,0,832
2020-04-26,20200426,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Sunday,Sun,1,0,832
2020-04-27,20200427,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Monday,Mon,2,1,833
2020-04-28,20200428,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Tuesday,Tue,3,1,834
2020-04-29,20200429,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Wednesday,Wed,4,1,835
2020-04-30,20200430,2020,Q2-2020,8082,Q2,April 2020,Apr 2020,24244,April,Apr,4,Thursday,Thu,5,1,836
2020-05-01,20200501,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Friday,Fri,6,1,837
2020-05-02,20200502,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Saturday,Sat,7,0,837
2020-05-03,20200503,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Sunday,Sun,1,0,837
2020-05-04,20200504,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Monday,Mon,2,1,838
2020-05-05,20200505,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Tuesday,Tue,3,1,839
2020-05-06,20200506,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Wednesday,Wed,4,1,840
2020-05-07,20200507,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Thursday,Thu,5,1,841
2020-05-08,20200508,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Friday,Fri,6,1,842
2020-05-09,20200509,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Saturday,Sat,7,0,842
2020-05-10,20200510,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Sunday,Sun,1,0,842
2020-05-11,20200511,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Monday,Mon,2,1,843
2020-05-12,20200512,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Tuesday,Tue,3,1,844
2020-05-13,20200513,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Wednesday,Wed,4,1,845
2020-05-14,20200514,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Thursday,Thu,5,1,846
2020-05-15,20200515,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Friday,Fri,6,1,847
2020-05-16,20200516,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Saturday,Sat,7,0,847
2020-05-17,20200517,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Sunday,Sun,1,0,847
2020-05-18,20200518,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Monday,Mon,2,1,848
2020-05-19,20200519,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Tuesday,Tue,3,1,849
2020-05-20,20200520,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Wednesday,Wed,4,1,850
2020-05-21,20200521,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Thursday,Thu,5,1,851
2020-05-22,20200522,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Friday,Fri,6,1,852
2020-05-23,20200523,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Saturday,Sat,7,0,852
2020-05-24,20200524,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Sunday,Sun,1,0,852
2020-05-25,20200525,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Monday,Mon,2,0,852
2020-05-26,20200526,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Tuesday,Tue,3,1,853
2020-05-27,20200527,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Wednesday,Wed,4,1,854
2020-05-28,20200528,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Thursday,Thu,5,1,855
2020-05-29,20200529,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Friday,Fri,6,1,856
2020-05-30,20200530,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Saturday,Sat,7,0,856
2020-05-31,20200531,2020,Q2-2020,8082,Q2,May 2020,May 2020,24245,May,May,5,Sunday,Sun,1,0,856
2020-06-01,20200601,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Monday,Mon,2,1,857
2020-06-02,20200602,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Tuesday,Tue,3,1,858
2020-06-03,20200603,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Wednesday,Wed,4,1,859
2020-06-04,20200604,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Thursday,Thu,5,1,860
2020-06-05,20200605,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Friday,Fri,6,1,861
2020-06-06,20200606,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Saturday,Sat,7,0,861
2020-06-07,20200607,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Sunday,Sun,1,0,861
2020-06-08,20200608,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Monday,Mon,2,1,862
2020-06-09,20200609,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Tuesday,Tue,3,1,863
2020-06-10,20200610,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Wednesday,Wed,4,1,864
2020-06-11,20200611,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Thursday,Thu,5,1,865
2020-06-12,20200612,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Friday,Fri,6,1,866
2020-06-13,20200613,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Saturday,Sat,7,0,866
2020-06-14,20200614,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Sunday,Sun,1,0,866
2020-06-15,20200615,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Monday,Mon,2,1,867
2020-06-16,20200616,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Tuesday,Tue,3,1,868
2020-06-17,20200617,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Wednesday,Wed,4,1,869
2020-06-18,20200618,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Thursday,Thu,5,1,870
2020-06-19,20200619,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Friday,Fri,6,1,871
2020-06-20,20200620,2020,Q2-2020,8082,Q2,June 2020,Jun 2020,24246,June,Jun,6,Saturday,Sat,7,0,871
